index,요리이름,칼로리,탄수화물,단백질,지질,나트륨,콜레스테롤,식이섬유,칼슘,비타민c,당류
1382,간장파스타,25.1,26.8,31.5,19.8,57.7,10.4,47.6,3.4,5.7,0.0
1383,바나나 샐러드,22.4,35.4,21.7,2.8,23.6,0.0,103.8,34.8,464.8,0.0
1385,Angry Potato ,21.2,9.0,11.2,62.0,1.8,0.6,12.5,3.1,74.6,0.8
1387,동태찌개,7.9,1.8,54.4,2.6,64.4,55.6,9.6,16.3,13.1,0.0
1388,냉파스타,44.6,31.6,112.0,48.7,125.1,133.9,80.0,28.7,39.4,0.0
1389,단감케이크,39.0,27.9,20.9,88.8,57.0,65.9,16.4,31.9,13.1,0.0
1391,불닭파스타,46.0,44.7,108.6,25.9,110.1,53.7,111.8,21.2,58.0,0.0
1392,고추잡채,17.1,4.2,55.5,34.1,19.8,28.3,18.8,5.5,23.6,5.9
1393,연어회덮밥,10.8,11.4,8.0,0.6,0.3,0.0,9.7,5.0,70.3,0.0
1394,겉절이,9.0,8.1,10.6,16.4,37.3,4.5,31.9,28.7,21.0,0.0
1395,페스토파스타,35.7,29.6,17.9,63.6,56.3,0.0,55.9,1.1,6.7,0.0
1396,핫바,12.0,7.2,38.9,12.6,103.0,108.2,13.3,43.8,20.2,0.0
1397,고추장스튜,23.5,17.5,65.0,24.7,67.8,63.6,69.0,46.7,67.7,31.7
1398,크림파스타,33.2,28.5,33.4,33.7,50.8,12.5,50.9,44.2,10.0,0.8
1399,순대볶음,14.9,11.2,39.5,22.2,3.6,0.3,82.2,41.0,232.8,0.0
1400,피쉬앤칩스,6.7,8.1,13.8,0.4,13.5,0.1,7.4,1.3,46.8,0.0
1401,쭈삼불고기,33.9,8.5,68.8,91.8,52.8,87.9,27.7,9.8,19.6,0.0
1402,골뱅이무침,9.4,12.3,9.3,0.8,32.9,0.1,13.5,6.2,7.5,0.0
1403,고등어구이,18.1,2.3,65.3,37.5,25.8,45.9,5.9,10.0,2.7,4.7
1404,칼국수,19.3,21.0,28.5,14.4,114.3,99.8,36.8,13.2,5.4,0.0
1405,갈낙전골,2.8,1.9,8.7,3.5,36.1,10.2,7.1,7.5,8.6,0.0
1406,단호박양갱,5.5,7.9,7.1,0.9,7.9,0.0,16.6,8.4,43.7,0.0
1407,구절판,16.5,12.1,41.2,17.8,47.3,82.6,19.5,10.9,14.7,0.0
1408,볶음우동,10.3,12.5,14.6,1.4,13.6,7.5,16.1,7.6,133.3,0.0
1409,딸기 요거트 쉐이크,12.9,7.4,14.1,29.3,6.2,14.7,4.2,36.1,33.4,6.8
1411,봄동겉절이,9.7,11.6,21.0,10.2,305.7,2.3,61.5,60.0,453.7,0.0
1412,밤크로켓,36.3,22.4,38.7,72.7,13.2,108.0,28.0,26.6,18.1,0.7
1413,등갈비찜,71.7,29.5,185.0,139.2,50.1,115.3,127.3,62.8,75.9,83.8
1414,레몬사브레,22.6,9.8,5.5,70.1,33.0,68.1,2.0,4.6,17.3,0.0
1415,김치수제비,44.5,51.4,72.0,8.3,200.1,19.0,51.6,55.4,45.2,0.0
1418,차슈파스타,41.8,27.3,63.1,69.0,19.2,68.2,17.4,13.3,7.4,0.0
1419,과일생크림크레페,35.0,15.2,19.8,99.0,16.4,92.0,8.7,22.1,15.6,1.3
1420,동파육,32.8,11.5,53.8,84.0,87.3,27.5,7.7,8.1,9.8,0.0
1421,이모모찌,8.7,7.3,5.7,15.9,4.0,2.5,5.6,2.0,37.6,0.0
1422,단호박 샌드위치,18.5,14.2,18.2,31.7,23.5,13.3,11.6,16.1,1.2,0.0
1423,비빔밥볼,28.2,33.9,18.0,22.9,54.3,0.1,15.6,7.0,6.0,0.0
1424,기름떡볶이,24.6,31.8,15.0,6.3,17.8,0.0,8.9,1.6,0.0,0.0
1425,어묵라자냐,16.6,8.4,43.2,18.6,69.3,19.1,6.7,36.4,10.9,0.0
1426,슈렉스프,11.4,4.2,17.6,30.6,13.1,14.5,9.5,33.0,54.7,0.0
1427,닭볶음탕,69.5,13.3,237.8,143.6,168.8,158.9,34.0,21.4,83.3,0.0
1428,카레라면,68.4,63.8,126.5,63.7,133.8,138.4,101.5,53.7,163.4,1.0
1429,치즈등갈비,59.2,11.1,178.4,139.5,93.4,115.2,32.3,15.2,25.2,0.0
1430,나쵸치즈피자,18.2,4.5,29.3,20.0,34.6,64.7,7.7,18.1,11.7,0.0
1431,치즈감자전,11.2,12.6,19.2,4.5,18.1,5.4,12.3,14.8,70.2,0.0
1432,마들렌,29.0,32.1,20.6,24.0,7.2,74.8,5.0,7.1,4.9,0.0
1433,콘치즈,29.8,5.3,32.8,82.0,42.7,39.9,5.1,61.0,3.8,0.0
1434,돼지고기볶음,20.3,9.5,60.8,31.4,77.0,30.2,13.3,7.7,43.2,0.0
1435,옥수수맛탕,65.7,7.5,10.1,265.8,19.5,1.2,9.3,0.5,4.0,0.0
1436,고구마찹쌀전,26.6,37.7,12.8,4.3,2.0,0.0,25.2,9.4,68.4,0.0
1438,시금치 베이컨 샐러드,26.0,4.1,21.9,54.1,35.0,12.6,10.5,6.4,47.6,0.5
1439,5분제육볶음,23.4,2.4,92.9,46.7,13.6,50.2,3.7,5.5,5.5,0.0
1440,홍합버섯죽,20.6,17.9,32.6,25.2,49.6,16.3,13.9,17.7,8.8,0.0
1441,열무김치스파게티,28.8,36.1,34.9,3.8,110.3,0.0,35.7,21.2,28.0,11.7
1442,닭곰탕,21.0,16.2,81.9,1.7,51.9,38.9,9.7,11.3,8.7,0.0
1443,단호박죽,23.2,32.2,21.6,1.8,11.9,0.0,23.7,16.9,58.3,0.0
1444,들깨무나물비빔밥,22.8,23.8,16.4,29.5,101.8,0.0,12.0,9.4,15.0,0.0
1445,낙지젓 비빔국수,26.8,29.3,37.0,10.8,91.4,99.8,21.3,9.2,10.8,0.0
1446,로제소스떡볶이,17.0,16.7,10.7,21.3,9.1,0.0,7.3,2.2,1.5,0.0
1447,달래골뱅이무침,5.7,6.4,3.5,6.1,26.8,0.1,11.6,2.3,10.3,0.0
1448,오코노미야끼,44.3,26.5,78.7,39.7,37.6,81.8,25.1,19.4,42.6,0.0
1449,치킨파스타,21.9,9.4,50.1,18.9,75.7,27.6,22.1,22.7,27.6,0.0
1450,꼬막양념무침,7.0,1.1,36.5,9.4,59.3,23.7,4.3,24.6,6.5,0.0
1451,고추장찌개,46.9,30.2,126.4,64.7,92.3,51.2,74.6,97.4,99.8,0.0
1452,만능간장,65.8,35.1,160.9,81.2,1764.8,66.0,19.2,34.7,0.0,0.0
1453,돼지목살꼬치구이,13.0,5.4,39.6,18.9,40.7,20.0,4.4,6.3,6.4,0.0
1454,멘보샤,18.3,12.7,57.6,14.2,21.3,111.7,9.6,16.5,1.1,0.0
1455,짜장면,109.8,17.9,261.3,260.5,92.9,323.2,43.2,41.0,54.1,0.0
1456,홍합짬뽕,37.3,48.8,39.5,8.6,83.6,10.9,70.9,24.4,67.7,0.0
1457,생과일요거트,17.1,20.0,14.1,14.9,0.7,4.0,20.7,38.8,49.8,18.3
1458,수플레가머랭,24.3,30.6,16.8,11.8,6.6,102.2,2.8,16.1,0.3,2.4
1459,삼겹살덮밥,39.1,21.3,58.4,83.9,3.6,27.5,3.4,2.3,1.5,0.0
1460,칠리버섯,5.8,5.8,8.1,5.2,15.6,50.0,2.3,3.2,4.0,0.0
1461,오리엔탈 치킨샐러드,17.3,9.6,7.8,44.7,23.5,16.7,10.9,3.1,13.5,11.1
1465,김치치즈볶음밥,32.2,24.6,27.3,40.7,22.7,99.8,8.2,7.3,4.1,0.0
1466,김치두루치기,12.7,14.2,28.7,7.1,393.5,0.3,89.5,47.1,99.6,0.0
1469,고르곤졸라크림파스타,25.1,3.1,8.2,96.3,1.6,41.7,5.5,13.3,5.4,0.0
1470,경단,30.3,41.4,22.6,1.2,1.8,0.0,3.0,1.7,0.0,0.0
1471,홍떡,11.8,11.2,12.5,14.1,2.3,3.5,11.3,3.1,0.0,0.5
1472,감자칩,13.2,17.6,20.9,1.0,202.8,0.0,25.3,8.5,143.7,0.0
1473,치즈달걀말이,14.5,1.8,23.5,43.4,17.6,139.7,1.2,13.9,1.3,0.0
1475,갈비찜,26.9,14.2,60.8,48.2,76.0,35.1,22.1,15.1,32.6,0.0
1476,곶감말이,18.2,16.7,10.4,35.3,0.3,0.0,61.0,4.9,3.2,0.0
1477,산적꼬치,12.2,5.7,35.6,18.6,29.5,62.2,7.9,17.7,2.9,0.0
1478,호박전,6.5,5.6,13.0,7.2,2.6,49.9,14.7,3.6,13.3,0.0
1479,잡채,13.9,15.5,15.7,9.3,33.0,6.1,14.8,8.3,19.9,0.0
1481,콘 퀘사디아,29.8,23.6,32.7,39.4,28.1,17.0,38.2,45.8,1.5,2.5
1482,야끼카레,29.8,27.5,47.9,22.4,26.5,114.4,9.2,41.1,24.8,0.0
1483,버팔로윙,36.7,9.4,91.1,81.7,88.7,99.0,8.1,5.8,2.7,0.0
1484,에그샐러드,36.1,2.6,40.1,50.5,30.0,255.9,3.4,21.7,14.7,0.0
1485,딸기초코케이크,54.0,44.4,40.6,101.4,57.2,86.8,16.2,57.7,30.4,4.8
1487,프레즐초콜릿,28.0,20.4,11.2,64.4,8.3,7.0,15.6,5.7,0.0,0.0
1488,소고기들깨미역죽,13.4,10.7,23.4,17.6,6.6,9.4,1.8,1.5,0.1,0.0
1489,다시마쌈,6.5,9.5,11.2,4.4,32.3,0.3,44.9,30.9,83.2,0.0
1490,쁘띠 고르곤졸라피자,7.4,8.0,6.3,7.3,0.4,3.4,4.6,2.0,1.3,0.0
1491,매콤폭탄계란찜,10.4,1.8,24.2,27.5,22.0,152.3,4.6,13.6,10.1,0.0
1492,주꾸미볶음,18.7,22.9,16.0,15.9,84.3,0.3,59.9,21.4,88.5,1.2
1493,칠리커리리조또,22.9,18.5,24.2,16.8,43.8,10.2,24.4,20.9,17.0,0.0
1495,방울양배추베이컨말이,17.5,0.8,21.7,24.2,23.6,12.8,7.5,4.6,24.1,0.0
1496,야끼소바빵,39.8,35.5,36.5,59.3,68.2,4.8,23.4,28.2,1.3,12.7
1497,연두부날치알비빔밥,27.6,24.1,37.8,41.8,84.0,4.0,31.5,57.1,1.6,0.0
1498,황태계란국,32.9,4.1,30.1,118.8,25.4,199.8,19.4,22.5,39.1,0.0
1499,콥샐러드,19.2,3.3,23.6,36.9,20.0,59.2,16.6,4.9,19.0,0.0
1501,리얼 까르보나라,61.7,24.2,89.9,55.2,82.2,230.4,11.1,11.3,2.6,0.0
1502,두부밥,17.0,12.6,43.5,24.1,9.5,0.1,27.4,40.3,3.6,0.0
1503,김치브리또,28.1,34.7,33.9,12.5,22.4,11.0,26.1,36.9,12.1,1.2
1504,배추찜,3.1,3.4,5.3,5.3,11.1,0.0,19.1,15.0,67.0,0.0
1505,마마밥,27.8,21.9,88.9,17.7,16.2,134.8,5.9,7.5,1.5,0.0
1506,감자탕 라면,5.4,6.3,6.7,3.3,0.8,0.0,9.6,5.2,41.1,0.0
1507,쉬림프 비스크,9.2,2.3,22.8,23.2,62.9,40.5,8.8,16.4,16.7,0.0
1509,홍합어묵탕,11.2,7.4,40.4,7.5,112.3,21.1,3.8,24.2,7.1,0.0
1510,새우브로컬리꼬치구이,6.5,0.1,16.1,20.4,5.9,23.3,0.3,5.0,0.4,0.0
1511,불낙스키야키,14.7,15.4,28.9,7.8,19.0,79.5,15.1,17.1,25.6,0.0
1512,아스파라거스튀김,40.4,43.3,62.6,29.5,80.8,199.5,24.8,17.9,0.0,0.0
1514,멕시칸마약옥수수,11.5,1.8,20.6,37.7,24.7,18.2,13.1,42.9,2.9,0.0
1515,전찌개,1.6,1.8,4.6,0.8,59.2,3.5,11.7,9.6,16.3,0.0
1516,"불금야식, 야끼소바",19.6,5.7,55.8,43.2,19.4,118.8,21.5,16.3,40.9,0.0
1517,양배추토마토쥬스,7.9,9.7,14.1,4.7,1.6,2.0,17.8,26.3,73.8,0.0
1518,고구마치즈볼,42.8,40.4,72.0,37.3,96.5,50.0,27.6,134.3,75.0,0.0
1521,명란 치즈 계란말이,10.2,1.8,38.9,19.4,84.8,200.3,0.1,13.7,0.0,0.0
1522,닭꼬치,2.9,4.0,2.7,0.7,35.4,0.0,8.3,4.1,6.8,9.4
1523,주꾸미퐁듀,10.0,4.6,34.3,10.7,33.6,90.6,7.9,28.7,4.1,5.7
1524,스팸마요덮밥,32.9,6.8,27.6,42.1,14.1,204.3,8.9,8.3,0.0,18.7
1525,오븐구이치킨,73.1,1.0,220.3,197.9,21.0,158.8,3.0,12.0,38.6,0.0
1526,석류소스등갈비구이,57.6,10.1,171.9,136.7,35.2,115.3,13.5,12.1,28.3,0.5
1527,마파두부덮밥,13.8,13.0,26.9,14.3,95.1,0.0,28.1,23.2,6.1,0.0
1528,오징어채무침,3.4,2.6,1.4,7.2,10.9,1.2,2.5,1.3,1.6,0.0
1529,아망드쇼콜라,46.7,27.0,26.4,125.1,2.1,9.0,35.6,22.1,0.0,0.0
1530,또띠아피자,44.3,20.6,75.9,45.7,95.1,48.5,28.9,112.5,19.9,1.2
1531,부타나베,41.0,1.2,66.5,111.6,4.6,36.7,8.0,4.5,11.7,0.0
1532,참치쌈,4.8,0.9,30.7,3.6,16.4,4.5,6.7,7.6,6.9,0.0
1533,해물카레나베,27.3,9.8,130.1,31.4,57.2,165.3,28.0,51.8,29.5,0.0
1534,초코마시멜로토스트,10.9,13.2,4.0,9.7,0.9,0.0,6.3,2.3,0.0,16.9
1535,부대찌개,16.5,6.8,34.4,24.8,10.4,30.3,19.1,13.4,4.9,0.0
1536,핫케이크 햄버거,27.1,22.5,48.0,34.1,68.4,44.1,10.4,31.7,8.1,0.0
1537,파프리카베이컨치즈구이,20.1,5.5,34.3,21.3,40.3,19.6,24.2,27.3,520.0,0.0
1540,후랑크 치즈스틱,14.0,7.7,34.5,21.3,12.9,20.1,1.1,18.1,1.6,0.0
1542,라전냐,7.6,5.4,13.2,7.3,39.7,6.3,13.3,19.9,13.2,0.0
1543,콩나물전,6.7,5.0,18.7,8.0,8.4,66.6,8.8,6.1,10.0,0.0
1544,두부비빔밥,21.6,24.0,33.8,17.8,52.9,0.0,24.8,21.9,9.5,0.0
1545,매운김밥과 어묵튀김,21.5,16.7,48.0,20.9,71.3,12.1,8.0,27.6,6.7,0.0
1546,오징어소면무침,30.4,25.9,79.3,15.7,94.0,133.9,15.4,10.6,9.8,0.0
1547,떡볶이,40.4,47.8,50.8,10.7,78.4,7.0,11.0,13.9,0.0,0.0
1548,황태비빔국수,11.6,9.5,12.7,18.2,64.1,49.9,10.0,8.1,2.7,0.0
1551,리코타치즈샐러드,47.9,14.3,45.2,144.6,17.5,67.7,4.7,100.3,16.2,0.2
1552,시금치 마르게리따 미니피자,25.4,12.3,38.7,38.7,45.8,27.8,13.6,56.7,31.6,0.0
1553,옥스퍼드마멀레이드,104.2,163.7,16.5,2.0,4.5,0.0,76.0,52.4,431.3,0.0
1554,복숭아잼,58.1,90.8,0.0,0.0,3.7,0.0,0.0,1.9,0.0,0.0
1555,롤카베츠,108.1,105.2,181.3,70.7,43.7,57.0,73.4,78.0,120.9,0.0
1556,비빔만두,9.0,9.3,6.4,3.9,54.4,0.2,15.6,6.8,10.3,0.0
1557,봄동소고기볶음,15.0,1.3,53.5,33.3,33.0,28.3,0.2,3.2,0.6,0.0
1559,오레오쉐이크,11.2,7.5,13.5,22.3,9.4,7.3,3.7,33.2,2.0,10.6
1560,과일롤,10.9,10.9,9.2,14.1,3.5,3.5,12.4,2.7,14.9,1.3
1561,딸기크레이프,10.1,7.0,15.9,15.1,5.5,55.1,2.8,13.7,0.8,0.0
1562,팟타이,34.2,46.8,67.4,35.3,61.8,228.8,25.1,22.7,32.1,0.0
1563,꽁치조림,3.4,5.3,1.8,0.4,17.8,0.0,7.2,1.0,18.8,0.0
1565,쫑나영,1.0,0.5,0.5,3.0,0.1,0.0,2.2,0.4,5.6,0.3
1567,새싹파스타,21.5,24.1,42.5,5.6,11.0,42.7,47.7,10.0,27.1,0.0
1568,어묵볶음,4.7,3.6,3.6,10.4,0.2,0.3,15.5,8.3,28.5,0.0
1569,주꾸미샐러드,10.5,12.9,19.2,2.3,2.8,0.0,35.3,16.8,144.6,0.0
1570,제육덮밥,31.0,26.2,71.1,29.3,8.7,30.3,23.4,12.9,28.5,0.0
1571,소고기 숙주전골,21.5,3.3,83.8,45.1,27.7,37.7,25.6,17.4,41.9,0.0
1572,연어캔볶음밥,14.7,21.7,13.8,0.5,0.5,0.0,7.4,1.1,6.1,0.0
1573,치즈컵만두,6.9,3.5,13.1,8.4,26.7,16.5,6.4,17.2,6.2,0.0
1574,카라멜스틱,21.5,26.4,13.2,13.1,3.9,6.5,11.9,3.6,0.0,0.0
1575,순대국,6.8,4.2,8.8,10.1,57.8,14.5,15.1,14.8,17.2,0.0
1576,양배추쌈밥,25.5,27.7,37.2,21.1,39.1,2.8,27.1,25.7,67.7,0.0
1577,도시락,148.6,73.5,315.4,170.0,780.5,501.2,188.4,129.3,327.2,0.0
1578,바질치킨샌드위치,14.3,12.2,23.2,16.0,17.3,57.2,10.5,10.9,0.3,0.0
1579,냉이된장국,2.8,1.6,9.5,4.1,19.2,2.8,10.5,13.7,11.9,0.0
1580,콩나물불고기,41.0,6.3,79.5,126.6,21.1,36.8,25.9,13.1,14.4,4.7
1581,로제크림떡볶이,49.4,36.1,46.6,28.5,54.6,21.7,14.9,14.0,10.1,0.0
1582,딸기바나나쥬스,4.5,5.8,4.2,2.9,1.2,1.5,6.9,6.9,22.2,1.9
1583,양송이부르스케타,14.7,5.0,30.5,23.2,39.1,20.8,6.3,52.4,8.6,0.0
1584,불닭까르보나라,50.5,5.4,40.8,33.0,46.0,29.2,0.0,55.7,3.0,0.0
1585,치즈떡볶이,59.0,62.5,70.0,27.6,158.4,23.7,43.8,68.9,17.5,0.0
1588,레몬 탕수육,16.6,4.6,37.2,39.5,13.9,18.5,6.9,5.0,19.4,0.0
1589,버섯 뚝배기 불고기,2.9,3.8,5.3,0.4,70.6,0.2,6.7,3.8,8.9,0.0
1590,배꿀찜,20.0,29.3,7.5,2.9,1.1,0.0,50.1,5.0,40.7,0.0
1591,냉채족발,2.8,3.6,4.6,0.6,14.2,1.0,4.7,7.1,6.7,0.0
1592,안동찜닭,41.9,5.5,151.5,88.5,38.2,105.9,11.6,10.0,36.3,0.0
1594,베이글베이컨에그샌드위치,20.1,19.1,37.5,15.0,38.8,100.4,21.5,13.7,5.1,13.7
1595,김치어묵조림,5.6,4.8,2.6,11.0,11.8,0.2,7.7,2.9,5.6,0.0
1596,대파라면,34.7,22.6,23.9,71.7,126.7,1.0,31.7,7.6,11.4,0.0
1597,코다리조림,6.0,7.2,14.6,2.6,37.3,3.8,23.3,9.0,35.0,0.0
1598,베이크드빈스 비엔나소시지구이,19.9,3.5,34.1,58.1,52.4,26.0,4.4,9.4,9.9,0.0
1599,스팸무수비,35.8,22.9,12.1,21.3,4.6,4.8,3.5,1.2,0.5,0.0
1600,마요네즈계란토스트,52.4,10.1,57.3,131.1,74.9,150.1,4.8,43.8,1.1,0.0
1601,마늘빵,17.6,16.1,12.0,26.2,6.5,13.5,12.8,2.8,3.9,0.0
1602,파프리카샐러드,6.2,2.4,2.4,19.9,8.0,0.0,7.0,1.9,133.7,0.0
1603,시래기들깨탕,4.1,2.2,6.5,9.8,24.4,4.9,6.0,15.7,1.5,0.0
1604,우주선 김치 볶음밥,52.8,30.5,82.6,50.5,80.3,187.4,12.9,62.8,6.6,0.0
1605,볼케이노치라밥,25.7,20.9,46.5,31.3,73.1,29.1,5.7,73.5,0.0,0.0
1606,콩나물불고기,24.6,9.8,49.8,60.7,16.0,18.3,24.7,12.3,17.4,0.0
1607,숙주오꼬노미야끼,33.2,18.2,46.0,28.9,32.0,88.8,15.7,7.5,11.1,0.0
1608,레몬드레싱 새우샐러드,6.9,2.7,17.3,1.6,6.1,23.3,4.8,8.1,27.3,0.0
1609,치킨수블라키,36.4,22.5,140.7,28.5,6.6,70.0,8.0,3.2,8.6,0.0
1610,화이트초콜릿팝케익,93.9,54.6,74.1,220.9,36.0,515.2,36.9,145.7,8.3,0.0
1611,어묵피자까스,18.4,11.0,37.6,22.5,34.3,110.8,5.7,35.9,1.8,0.0
1613,부기브레드,5.1,4.5,9.6,4.7,14.3,5.4,4.1,13.8,0.0,0.0
1614,샥슈카,11.6,4.7,31.5,20.7,35.0,199.6,8.5,10.8,13.1,0.0
1615,버섯라자냐,10.6,7.1,22.4,9.2,40.0,10.5,28.9,27.3,12.8,0.0
1616,해물순두부찌개,5.2,2.1,17.5,11.3,11.3,1.2,13.4,17.7,15.9,0.0
1617,마늘덮밥,37.7,23.0,64.7,52.2,14.6,44.0,6.9,1.6,4.2,1.4
1618,비빔당면,12.8,14.8,12.5,7.3,4.5,66.5,11.0,9.9,16.8,0.0
1619,또띠아소고기피자,7.2,5.7,10.7,6.3,7.9,5.3,9.3,17.0,2.0,0.6
1620,시카고딥디쉬피자,21.1,5.9,29.3,19.1,46.5,17.7,9.2,17.6,10.3,0.0
1621,파인애플볶음밥,37.2,35.7,37.2,15.7,60.0,14.9,51.2,13.7,223.3,0.0
1622,슈니발렌,103.3,92.3,68.5,149.3,39.7,116.0,20.0,87.6,2.1,2.7
1623,부대찌개,14.2,9.1,54.3,26.2,359.5,6.7,87.5,62.9,89.8,0.0
1625,크래미샌드위치,22.2,12.7,32.5,45.0,49.1,112.1,10.4,28.8,65.4,6.4
1626,미니버거,28.8,19.0,19.7,60.7,65.6,19.3,14.0,14.9,7.7,4.7
1627,제육파스타,25.5,15.1,12.5,64.2,56.6,24.8,14.5,16.2,19.1,1.8
1631,시래기밥,14.1,12.0,10.0,21.6,85.7,0.0,5.0,3.4,0.4,0.0
1633,도라지미역초무침,4.5,5.1,3.2,4.8,25.3,0.0,9.0,6.2,4.0,0.0
1634,아코디언 감자,45.8,10.9,66.4,61.4,87.2,54.7,7.3,52.6,48.9,0.0
1636,딸기바나나스무디,4.0,3.3,5.7,5.5,1.9,3.2,0.2,16.7,2.9,0.0
1637,트럭토스트,24.0,12.5,34.3,28.3,15.2,157.8,11.1,15.0,6.3,0.0
1639,탄두리치킨,74.8,9.1,246.6,172.1,132.3,178.1,22.5,60.0,19.3,1.6
1640,스팸마요덮밥,44.6,7.9,32.2,20.6,80.0,199.8,6.7,11.9,7.9,0.0
1641,돼지껍데기볶음,12.1,16.4,14.2,2.4,31.2,0.0,20.2,4.2,75.3,0.0
1642,오코노만두야키,8.9,9.4,17.1,7.0,4.2,20.5,13.4,10.0,12.9,0.0
1643,허니버터갈릭브레드,15.2,13.6,8.8,24.4,6.0,12.6,8.8,2.2,2.3,0.0
1644,초코소라빵,28.8,15.9,17.9,71.4,12.3,47.6,9.0,8.4,0.0,0.0
1646,김치비빔국수와 삼겹살,54.5,26.0,79.2,119.1,95.6,36.7,12.8,5.7,2.0,0.0
1647,꽈리고추견과류멸치볶음,3.4,2.1,8.5,5.3,21.1,10.5,5.6,21.4,5.3,4.9
1648,달래무침과 차돌박이,21.9,1.7,98.7,40.1,54.0,42.5,5.7,8.7,11.2,2.3
1649,만두전골,7.0,5.8,10.8,10.1,21.7,30.5,18.4,5.5,15.4,2.3
1650,토마토 샐러드 닭간장구이,4.0,5.7,7.0,0.7,27.1,0.2,11.7,8.1,32.6,0.0
1651,묵밥,18.6,27.2,16.0,1.8,13.8,0.2,17.9,5.0,140.5,0.0
1652,통마늘꼬치구이,9.0,12.3,9.3,3.2,19.2,1.3,15.0,12.8,20.8,0.0
1653,갈릭미트볼파스타,46.9,38.5,101.4,50.6,28.0,37.7,79.7,14.7,92.3,0.0
1654,깻잎김치수제비,18.6,23.0,19.9,2.3,0.2,0.0,15.3,7.9,1.6,0.0
1655,마늘쫑장조림,20.1,2.7,152.3,3.4,533.4,70.0,5.8,11.3,3.0,0.0
1656,새송이버섯장조림,18.2,23.8,28.0,1.8,440.1,0.0,40.7,16.9,62.1,0.0
1657,전주식콩나물국밥,27.0,23.0,97.7,10.5,23.4,154.7,30.8,53.9,48.8,0.0
1659,갈릭치즈피자,26.5,27.7,25.3,28.0,27.9,8.7,44.3,30.2,29.6,2.5
1660,땅콩버터토스트,21.4,21.9,18.0,27.2,7.0,3.5,24.8,3.4,14.4,0.0
1661,미트볼스파게티,34.6,31.8,64.6,30.3,43.5,22.1,55.1,9.0,21.6,1.0
1662,버섯하이라이스,43.0,61.8,36.8,6.4,7.9,2.8,34.0,11.6,42.6,0.0
1663,블루베리머핀,27.7,20.3,17.0,54.0,20.8,84.7,5.0,18.1,0.1,0.0
1664,버섯매운탕,11.5,5.9,22.5,25.7,57.6,19.6,33.5,36.8,33.9,0.0
1665,마늘쫑새우볶음,4.6,2.6,14.6,6.4,30.0,25.8,5.3,39.3,13.4,0.0
1666,통조림연어덮밥,46.2,29.7,79.5,25.5,80.6,117.3,7.5,41.3,44.4,0.0
1667,리얼까르보나라,71.1,24.5,107.2,108.2,218.0,233.6,10.8,72.8,2.0,0.0
1668,닭봉구이와 샐러드,20.8,9.8,10.5,58.3,64.0,8.5,11.0,17.6,10.3,14.4
1669,스크램블케첩볶음밥,36.1,27.7,75.9,44.0,39.2,219.5,4.4,11.0,4.4,0.0
1670,돼지고기된장무침,12.5,2.9,40.7,25.0,26.3,20.0,12.0,4.0,14.3,0.0
1672,미소된장밀푀유돈가스,88.3,47.9,125.0,163.4,128.2,173.4,33.2,18.5,2.4,9.4
1673,모짜렐라치즈튀김,36.3,25.1,66.1,34.1,49.1,124.1,13.4,64.1,0.0,0.0
1674,벌집삼겹살,27.9,4.7,51.1,84.0,3.4,27.8,12.7,7.5,19.9,0.0
1675,두부김치,15.5,4.2,68.8,27.2,52.0,4.5,27.1,46.3,2.7,0.0
1676,황태라면,31.0,20.6,20.1,61.1,126.6,0.8,23.4,5.2,10.4,0.0
1677,매실묵사발,4.0,4.6,2.4,4.5,8.1,0.0,4.4,3.4,3.3,0.0
1678,장수제비,20.7,20.1,31.7,17.2,53.0,18.7,20.8,41.4,58.3,0.0
1679,마늘소스통삼겹살,53.2,13.9,89.0,150.9,84.1,45.8,23.0,6.5,24.7,0.0
1680,칠리만두,171.1,48.5,103.4,574.1,0.3,88.0,13.9,16.8,7.9,0.0
1683,토마토 에그 인 헬,19.0,9.9,53.9,32.3,117.2,299.3,26.1,25.3,82.1,0.0
1684,믹스베리푸딩,0.9,1.5,0.5,0.3,0.1,0.0,3.5,0.5,11.0,1.3
1686,두부연어전,20.5,1.5,100.4,38.8,11.7,126.8,21.5,47.2,1.4,0.0
1687,묵은지닭볶음탕,21.8,4.6,107.7,27.2,18.5,88.9,5.9,5.5,17.5,0.0
1688,단호박해물치즈떡볶이,11.5,7.4,47.8,6.2,26.8,76.1,20.7,18.9,46.3,2.3
1689,쯔유샐러드파스타,10.5,2.3,39.6,15.9,35.6,17.0,0.3,2.8,5.0,0.0
1690,김치해물밥,21.5,23.8,23.1,12.2,41.7,13.3,10.6,8.1,5.9,0.0
1691,냉이두부선,9.6,1.5,37.9,24.1,18.1,0.0,24.4,39.6,1.3,0.0
1694,소고기된장찌개,1.3,1.3,3.9,1.2,18.3,0.0,8.0,3.5,16.7,0.0
1696,닭다리스테이크,40.1,5.4,62.5,90.1,11.8,52.7,6.8,7.3,19.5,4.6
1697,닭불고기,5.9,0.2,48.4,1.0,2.5,26.3,1.0,0.9,4.9,0.0
1699,불닭오믈렛,12.4,2.3,33.5,29.7,19.0,204.5,0.0,20.1,0.0,0.0
1700,소불고기 쌈밥,27.4,22.2,53.4,35.8,66.0,18.8,9.1,5.8,0.3,0.0
1701,갈릭또띠아스틱,36.1,37.1,26.7,43.6,17.5,11.7,58.4,31.9,6.6,3.7
